file,s640,s640_n,anchors,cands,s512,s512_n,s448,s448_n,s640_r0,s640_r0_n,cluster,w,h,mp,votes,cat,disagree
001525.jpg,2021-06-25,1,['까지'],['2021-06-25'],2021-06-25,2,2021-06-25,1,2021-06-25,1,sq640,640,640,0.4096,"['2021-06-25', '2021-06-25', '2021-06-25', '2021-06-25']",D_전원일치,0.0
001921.jpg,,0,"['까지', '유통기한', '제조일자']",[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002015.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002618.jpg,2022-05-04,1,"['까지', '유통기한']",['2022-05-04'],2022-05-04,1,,0,2022-05-04,1,sq640,640,640,0.4096,"['2022-05-04', '2022-05-04', None, '2022-05-04']",B_검출경계,0.25
001086.jpg,2019-10-15,1,['까지'],['2019-10-15'],2023-10-09,1,,0,2019-10-15,1,sq640,640,640,0.4096,"['2019-10-15', '2023-10-09', None, '2019-10-15']",A_날짜불일치,0.5
002415.jpg,2021-11-01,2,"['까지', '제조일자']","['2011-01-11', '2021-11-01']",2021-11-01,1,2021-11-01,1,2021-11-01,2,sq640,640,640,0.4096,"['2021-11-01', '2021-11-01', '2021-11-01', '2021-11-01']",D_전원일치,0.0
002622.jpg,,0,[],[],2023-12-21,1,2023-12-21,1,,0,sq640,640,640,0.4096,"[None, '2023-12-21', '2023-12-21', None]",B_검출경계,0.5
002676.jpg,2021-03-23,1,[],['2021-03-23'],2021-03-23,1,2021-03-23,1,2021-03-23,1,sq640,640,640,0.4096,"['2021-03-23', '2021-03-23', '2021-03-23', '2021-03-23']",D_전원일치,0.0
002525.jpg,2023-01-25,1,[],['2023-01-25'],2023-01-25,1,2023-01-25,1,2023-01-25,1,sq640,640,640,0.4096,"['2023-01-25', '2023-01-25', '2023-01-25', '2023-01-25']",D_전원일치,0.0
001473.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003127.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002871.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002823.jpg,2021-10-07,1,"['까지', '유통기한']",['2021-10-07'],2021-10-07,1,2021-10-07,1,2021-10-07,1,sq640,640,640,0.4096,"['2021-10-07', '2021-10-07', '2021-10-07', '2021-10-07']",D_전원일치,0.0
003308.jpg,2019-09-03,1,[],['2019-09-03'],2019-09-03,1,2019-09-03,1,,0,sq640,640,640,0.4096,"['2019-09-03', '2019-09-03', '2019-09-03', None]",B_검출경계,0.25
003117.jpg,2021-12-29,1,['유통기한'],['2021-12-29'],2021-12-29,1,2021-12-29,1,2021-12-29,1,sq640,640,640,0.4096,"['2021-12-29', '2021-12-29', '2021-12-29', '2021-12-29']",D_전원일치,0.0
001103.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002545.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002190.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002446.jpg,2021-01-16,1,['유통기한'],['2021-01-16'],2021-01-16,1,2021-01-16,1,2021-01-16,1,sq640,640,640,0.4096,"['2021-01-16', '2021-01-16', '2021-01-16', '2021-01-16']",D_전원일치,0.0
002168.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001255.jpg,,0,['까지'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002727.jpg,2017-03-22,1,[],['2017-03-22'],2017-03-22,1,2017-03-22,1,2017-03-22,1,sq640,640,640,0.4096,"['2017-03-22', '2017-03-22', '2017-03-22', '2017-03-22']",D_전원일치,0.0
002577.jpg,2020-02-18,1,[],['2020-02-18'],2020-02-18,1,2020-02-18,1,2020-02-18,1,sq640,640,640,0.4096,"['2020-02-18', '2020-02-18', '2020-02-18', '2020-02-18']",D_전원일치,0.0
001062.jpg,2022-07-04,2,[],"['2021-01-05', '2022-07-04']",2022-07-04,2,2022-07-04,2,2022-07-04,2,sq640,640,640,0.4096,"['2022-07-04', '2022-07-04', '2022-07-04', '2022-07-04']",D_전원일치,0.0
003121.jpg,2021-09-30,1,[],['2021-09-30'],,0,,0,,0,sq640,640,640,0.4096,"['2021-09-30', None, None, None]",B_검출경계,0.25
000970.jpg,2022-06-30,1,[],['2022-06-30'],2022-06-30,1,2022-06-30,1,2022-06-30,1,sq640,640,640,0.4096,"['2022-06-30', '2022-06-30', '2022-06-30', '2022-06-30']",D_전원일치,0.0
001956.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003258.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001636.jpg,,0,"['까지', '부터', '유통기한']",[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001161.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001071.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001682.jpg,2022-10-22,1,[],['2022-10-22'],2022-10-22,1,2022-10-22,1,2022-10-22,1,sq640,640,640,0.4096,"['2022-10-22', '2022-10-22', '2022-10-22', '2022-10-22']",D_전원일치,0.0
001039.jpg,2021-12-28,1,[],['2021-12-28'],2021-12-28,1,2021-12-28,1,,0,sq640,640,640,0.4096,"['2021-12-28', '2021-12-28', '2021-12-28', None]",B_검출경계,0.25
001990.jpg,2022-11-23,1,[],['2022-11-23'],2022-11-23,1,2022-11-23,1,2022-11-23,1,sq640,640,640,0.4096,"['2022-11-23', '2022-11-23', '2022-11-23', '2022-11-23']",D_전원일치,0.0
002804.jpg,,0,['까지'],[],2021-04-19,1,,0,,0,sq640,640,640,0.4096,"[None, '2021-04-19', None, None]",B_검출경계,0.25
001110.jpg,2021-03-22,1,['까지'],['2021-03-22'],2021-03-22,1,2021-03-22,1,2021-03-22,1,sq640,640,640,0.4096,"['2021-03-22', '2021-03-22', '2021-03-22', '2021-03-22']",D_전원일치,0.0
002764.jpg,,1,[],['2006-11-21'],,1,,1,,1,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001933.jpg,2022-01-22,1,[],['2022-01-22'],2022-01-22,1,2022-01-22,1,2022-01-22,1,sq640,640,640,0.4096,"['2022-01-22', '2022-01-22', '2022-01-22', '2022-01-22']",D_전원일치,0.0
001403.jpg,,0,"['까지', '유통기한']",[],2018-01-10,1,,0,,0,sq640,640,640,0.4096,"[None, '2018-01-10', None, None]",B_검출경계,0.25
000952.jpg,2021-04-05,1,['까지'],['2021-04-05'],2021-04-05,1,2021-04-05,1,2021-04-05,1,sq640,640,640,0.4096,"['2021-04-05', '2021-04-05', '2021-04-05', '2021-04-05']",D_전원일치,0.0
001005.jpg,,0,['까지'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001082.jpg,2021-06-17,1,['까지'],['2021-06-17'],2021-06-17,1,,0,2021-06-17,1,sq640,640,640,0.4096,"['2021-06-17', '2021-06-17', None, '2021-06-17']",B_검출경계,0.25
002800.jpg,2021-12-27,1,"['까지', '부터']",['2021-12-27'],,0,,0,2021-12-27,1,sq640,640,640,0.4096,"['2021-12-27', None, None, '2021-12-27']",B_검출경계,0.5
002716.jpg,2021-12-15,1,['까지'],['2021-12-15'],2021-12-15,2,2021-12-15,1,2021-12-15,1,sq640,640,640,0.4096,"['2021-12-15', '2021-12-15', '2021-12-15', '2021-12-15']",D_전원일치,0.0
001041.jpg,2022-04-15,1,[],['2022-04-15'],2022-04-15,1,2022-04-15,1,2022-04-15,1,sq640,640,640,0.4096,"['2022-04-15', '2022-04-15', '2022-04-15', '2022-04-15']",D_전원일치,0.0
002142.jpg,2021-04-11,2,['까지'],"['2003-10-22', '2021-04-11']",2021-04-11,2,2021-04-11,2,2021-04-11,2,sq640,640,640,0.4096,"['2021-04-11', '2021-04-11', '2021-04-11', '2021-04-11']",D_전원일치,0.0
002835.jpg,2021-06-30,1,['BEST_BEFORE'],['2021-06-30'],2021-06-30,1,2021-06-30,1,2021-06-30,1,sq640,640,640,0.4096,"['2021-06-30', '2021-06-30', '2021-06-30', '2021-06-30']",D_전원일치,0.0
001880.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
000873.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001176.jpg,,1,['BEST_BEFORE'],['2007-09-21'],,1,2017-09-21,1,,1,sq640,640,640,0.4096,"[None, None, '2017-09-21', None]",B_검출경계,0.25
002397.jpg,,0,['까지'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
000964.jpg,2023-11-14,1,[],['2023-11-14'],2023-11-14,1,2023-11-14,1,2023-11-14,1,sq640,640,640,0.4096,"['2023-11-14', '2023-11-14', '2023-11-14', '2023-11-14']",D_전원일치,0.0
002338.jpg,2023-01-05,1,[],['2023-01-05'],2023-01-05,1,2023-01-05,1,,0,sq640,640,640,0.4096,"['2023-01-05', '2023-01-05', '2023-01-05', None]",B_검출경계,0.25
002777.jpg,2021-03-15,1,[],['2021-03-15'],,0,,0,2021-03-15,1,sq640,640,640,0.4096,"['2021-03-15', None, None, '2021-03-15']",B_검출경계,0.5
001033.jpg,2019-07-16,1,['까지'],['2019-07-16'],2019-07-16,1,2019-07-16,1,2019-07-16,1,sq640,640,640,0.4096,"['2019-07-16', '2019-07-16', '2019-07-16', '2019-07-16']",D_전원일치,0.0
002664.jpg,2021-08-18,2,[],"['2020-08-18', '2021-08-18']",2021-08-18,2,2020-08-18,1,2021-08-18,2,sq640,640,640,0.4096,"['2021-08-18', '2021-08-18', '2020-08-18', '2021-08-18']",A_날짜불일치,0.25
002145.jpg,2021-07-13,1,['유통기한'],['2021-07-13'],2021-07-13,1,2021-07-13,1,,0,sq640,640,640,0.4096,"['2021-07-13', '2021-07-13', '2021-07-13', None]",B_검출경계,0.25
001204.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002301.jpg,2022-01-31,1,['까지'],['2022-01-31'],2022-01-31,1,2022-01-31,1,2022-01-31,1,sq640,640,640,0.4096,"['2022-01-31', '2022-01-31', '2022-01-31', '2022-01-31']",D_전원일치,0.0
002071.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001937.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002563.jpg,,0,[],[],2030-09-15,1,,0,,0,sq640,640,640,0.4096,"[None, '2030-09-15', None, None]",B_검출경계,0.25
001771.jpg,2019-10-18,2,"['까지', '제조일자']","['2019-04-19', '2019-10-18']",2019-10-18,2,2019-10-18,2,2019-10-18,2,sq640,640,640,0.4096,"['2019-10-18', '2019-10-18', '2019-10-18', '2019-10-18']",D_전원일치,0.0
002423.jpg,2023-02-07,1,['제조일자'],['2023-02-07'],2023-02-07,1,2023-02-07,1,,0,sq640,640,640,0.4096,"['2023-02-07', '2023-02-07', '2023-02-07', None]",B_검출경계,0.25
002433.jpg,,0,['제조일자'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003284.jpg,2021-09-10,1,['까지'],['2021-09-10'],2021-09-10,1,,0,2021-09-10,1,sq640,640,640,0.4096,"['2021-09-10', '2021-09-10', None, '2021-09-10']",B_검출경계,0.25
002183.jpg,,0,['까지'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002440.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002850.jpg,2021-08-15,1,['까지'],['2021-08-15'],2021-08-15,1,2021-09-15,1,,0,sq640,640,640,0.4096,"['2021-08-15', '2021-08-15', '2021-09-15', None]",A_날짜불일치,0.5
001875.jpg,2022-10-21,2,[],"['2021-12-01', '2022-10-21']",2022-10-21,1,2022-10-21,1,2022-10-21,2,sq640,640,640,0.4096,"['2022-10-21', '2022-10-21', '2022-10-21', '2022-10-21']",D_전원일치,0.0
001790.jpg,2021-01-16,1,"['까지', '유통기한']",['2021-01-16'],2021-01-16,1,2021-01-16,1,2021-01-16,1,sq640,640,640,0.4096,"['2021-01-16', '2021-01-16', '2021-01-16', '2021-01-16']",D_전원일치,0.0
002967.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
000917.jpg,,0,[],[],2022-06-06,1,,0,,0,sq640,640,640,0.4096,"[None, '2022-06-06', None, None]",B_검출경계,0.25
002101.jpg,2021-09-17,1,[],['2021-09-17'],2021-09-17,1,,0,,0,sq640,640,640,0.4096,"['2021-09-17', '2021-09-17', None, None]",B_검출경계,0.5
000995.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002658.jpg,,1,[],['2001-07-21'],,1,,1,,1,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003223.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001126.jpg,2021-12-28,2,"['까지', '부터']","['2020-12-29', '2021-12-28']",,0,,0,2021-12-28,2,sq640,640,640,0.4096,"['2021-12-28', None, None, '2021-12-28']",B_검출경계,0.5
002951.jpg,2021-04-30,1,[],['2021-04-30'],2021-04-30,1,2021-04-30,1,2021-04-30,1,sq640,640,640,0.4096,"['2021-04-30', '2021-04-30', '2021-04-30', '2021-04-30']",D_전원일치,0.0
001837.jpg,,0,['까지'],[],2021-10-02,1,,0,,0,sq640,640,640,0.4096,"[None, '2021-10-02', None, None]",B_검출경계,0.25
001339.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002344.jpg,2022-04-09,1,"['유통기한', '제조일자']",['2022-04-09'],2022-04-09,1,2022-04-09,1,2022-04-09,1,sq640,640,640,0.4096,"['2022-04-09', '2022-04-09', '2022-04-09', '2022-04-09']",D_전원일치,0.0
001821.jpg,2020-09-01,1,['까지'],['2020-09-01'],2020-09-01,1,2020-09-01,1,2020-09-01,1,sq640,640,640,0.4096,"['2020-09-01', '2020-09-01', '2020-09-01', '2020-09-01']",D_전원일치,0.0
003082.jpg,2021-12-02,1,"['까지', '유통기한', '제조일자']",['2021-12-02'],2021-12-03,1,2021-12-03,1,2021-12-02,1,sq640,640,640,0.4096,"['2021-12-02', '2021-12-03', '2021-12-03', '2021-12-02']",A_날짜불일치,0.5
001888.jpg,,0,[],[],2023-08-22,1,,0,,0,sq640,640,640,0.4096,"[None, '2023-08-22', None, None]",B_검출경계,0.25
001305.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002557.jpg,2021-11-17,1,[],['2021-11-17'],,0,2021-11-17,1,2021-11-17,1,sq640,640,640,0.4096,"['2021-11-17', None, '2021-11-17', '2021-11-17']",B_검출경계,0.25
001280.jpg,2022-10-09,1,[],['2022-10-09'],2022-10-09,1,2022-10-09,1,2022-10-09,1,sq640,640,640,0.4096,"['2022-10-09', '2022-10-09', '2022-10-09', '2022-10-09']",D_전원일치,0.0
001613.jpg,2022-02-25,1,[],['2022-02-25'],2022-02-25,1,2022-02-25,1,2022-02-25,1,sq640,640,640,0.4096,"['2022-02-25', '2022-02-25', '2022-02-25', '2022-02-25']",D_전원일치,0.0
002378.jpg,2022-12-21,2,"['까지', '제조일자']","['2008-04-28', '2022-12-21']",2022-12-21,1,2022-12-21,1,2022-12-21,2,sq640,640,640,0.4096,"['2022-12-21', '2022-12-21', '2022-12-21', '2022-12-21']",D_전원일치,0.0
002463.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002305.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003261.jpg,2022-07-29,1,['BEST_BEFORE'],['2022-07-29'],2022-07-29,1,2022-07-29,1,2022-07-29,1,sq640,640,640,0.4096,"['2022-07-29', '2022-07-29', '2022-07-29', '2022-07-29']",D_전원일치,0.0
001188.jpg,2020-04-23,2,[],"['2015-10-20', '2020-04-23']",2020-04-23,2,2020-04-23,1,2020-04-23,2,sq640,640,640,0.4096,"['2020-04-23', '2020-04-23', '2020-04-23', '2020-04-23']",D_전원일치,0.0
001533.jpg,,1,[],['2010-01-02'],2022-06-21,1,2022-06-21,1,,1,sq640,640,640,0.4096,"[None, '2022-06-21', '2022-06-21', None]",B_검출경계,0.5
001973.jpg,,0,['제조일자'],[],2023-03-15,1,,0,,0,sq640,640,640,0.4096,"[None, '2023-03-15', None, None]",B_검출경계,0.25
001733.jpg,2022-11-18,1,['까지'],['2022-11-18'],2022-11-18,1,2022-11-18,1,2022-11-18,1,sq640,640,640,0.4096,"['2022-11-18', '2022-11-18', '2022-11-18', '2022-11-18']",D_전원일치,0.0
001562.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001689.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
000935.jpg,,0,"['까지', '제조일자']",[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002103.jpg,2021-12-25,1,['까지'],['2021-12-25'],2021-12-25,1,2021-12-25,1,2021-12-25,1,sq640,640,640,0.4096,"['2021-12-25', '2021-12-25', '2021-12-25', '2021-12-25']",D_전원일치,0.0
002496.jpg,2021-01-27,1,['까지'],['2021-01-27'],2021-01-27,1,,0,,0,sq640,640,640,0.4096,"['2021-01-27', '2021-01-27', None, None]",B_검출경계,0.5
003296.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002052.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
000938.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001128.jpg,2021-06-10,2,"['까지', '부터']","['2012-11-23', '2021-06-10']",2021-06-10,2,2021-06-10,2,2021-06-10,2,sq640,640,640,0.4096,"['2021-06-10', '2021-06-10', '2021-06-10', '2021-06-10']",D_전원일치,0.0
001222.jpg,2021-11-10,1,['까지'],['2021-11-10'],2021-11-10,1,2021-11-10,1,2021-11-10,1,sq640,640,640,0.4096,"['2021-11-10', '2021-11-10', '2021-11-10', '2021-11-10']",D_전원일치,0.0
001446.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002642.jpg,,0,['MFG'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002692.jpg,2021-03-10,1,"['까지', '유통기한']",['2021-03-10'],2021-03-10,1,2021-03-10,1,2021-03-10,1,sq640,640,640,0.4096,"['2021-03-10', '2021-03-10', '2021-03-10', '2021-03-10']",D_전원일치,0.0
002380.jpg,2022-10-20,1,"['까지', '별도표기', '유통기한']",['2022-10-20'],2022-10-20,1,2022-10-20,1,2022-10-20,1,sq640,640,640,0.4096,"['2022-10-20', '2022-10-20', '2022-10-20', '2022-10-20']",D_전원일치,0.0
001308.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001693.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003305.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001050.jpg,2022-01-06,1,[],['2022-01-06'],2022-01-06,1,2022-01-06,1,2022-01-06,1,sq640,640,640,0.4096,"['2022-01-06', '2022-01-06', '2022-01-06', '2022-01-06']",D_전원일치,0.0
001817.jpg,2021-01-15,1,['부터'],['2021-01-15'],2021-04-14,2,2021-04-14,1,2021-01-15,1,sq640,640,640,0.4096,"['2021-01-15', '2021-04-14', '2021-04-14', '2021-01-15']",A_날짜불일치,0.5
003101.jpg,2022-11-21,1,"['까지', '제조일자']",['2022-11-21'],2022-11-21,1,,0,2022-11-21,1,sq640,640,640,0.4096,"['2022-11-21', '2022-11-21', None, '2022-11-21']",B_검출경계,0.25
002278.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002838.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002501.jpg,,0,"['까지', '별도표기']",[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003178.jpg,2021-03-25,1,['까지'],['2021-03-25'],2021-03-25,1,2021-03-25,1,2021-03-25,1,sq640,640,640,0.4096,"['2021-03-25', '2021-03-25', '2021-03-25', '2021-03-25']",D_전원일치,0.0
001813.jpg,2021-03-26,2,"['까지', '유통기한', '제조일자']","['2020-03-27', '2021-03-26']",2021-03-26,2,2020-03-27,1,2021-03-26,2,sq640,640,640,0.4096,"['2021-03-26', '2021-03-26', '2020-03-27', '2021-03-26']",A_날짜불일치,0.25
002090.jpg,2021-11-09,1,[],['2021-11-09'],2021-11-09,1,2021-11-09,1,2021-11-09,1,sq640,640,640,0.4096,"['2021-11-09', '2021-11-09', '2021-11-09', '2021-11-09']",D_전원일치,0.0
000878.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002848.jpg,2024-08-12,1,[],['2024-08-12'],,0,,0,2024-08-12,1,sq640,640,640,0.4096,"['2024-08-12', None, None, '2024-08-12']",B_검출경계,0.5
001363.jpg,2021-10-13,1,[],['2021-10-13'],2021-10-13,1,2021-10-13,1,2021-10-13,1,sq640,640,640,0.4096,"['2021-10-13', '2021-10-13', '2021-10-13', '2021-10-13']",D_전원일치,0.0
002206.jpg,,0,[],[],2021-03-05,1,2021-03-05,1,,0,sq640,640,640,0.4096,"[None, '2021-03-05', '2021-03-05', None]",B_검출경계,0.5
001320.jpg,,0,[],[],,1,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002268.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002075.jpg,2000-05-28,1,[],['2000-05-28'],2000-05-20,1,2000-05-28,1,2000-05-28,1,sq640,640,640,0.4096,"['2000-05-28', '2000-05-20', '2000-05-28', '2000-05-28']",A_날짜불일치,0.25
001743.jpg,2021-10-26,1,[],['2021-10-26'],2021-10-26,1,2021-10-26,1,2021-10-26,1,sq640,640,640,0.4096,"['2021-10-26', '2021-10-26', '2021-10-26', '2021-10-26']",D_전원일치,0.0
002211.jpg,2020-09-22,1,"['까지', '별도표기', '부터']",['2020-09-22'],2020-09-22,1,2020-09-22,1,2020-09-22,1,sq640,640,640,0.4096,"['2020-09-22', '2020-09-22', '2020-09-22', '2020-09-22']",D_전원일치,0.0
001925.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003245.jpg,,0,[],[],,0,2025-01-15,1,,0,sq640,640,640,0.4096,"[None, None, '2025-01-15', None]",B_검출경계,0.25
003068.jpg,2021-06-15,1,[],['2021-06-15'],2021-06-15,1,2021-06-15,1,2021-06-15,1,sq640,640,640,0.4096,"['2021-06-15', '2021-06-15', '2021-06-15', '2021-06-15']",D_전원일치,0.0
001417.jpg,2021-11-05,1,['까지'],['2021-11-05'],2021-11-05,1,,0,2021-11-05,1,sq640,640,640,0.4096,"['2021-11-05', '2021-11-05', None, '2021-11-05']",B_검출경계,0.25
003185.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001210.jpg,,1,[],['2010-09-09'],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001792.jpg,2020-08-13,1,"['까지', '유통기한']",['2020-08-13'],2020-08-13,1,2020-08-13,1,2020-08-13,1,sq640,640,640,0.4096,"['2020-08-13', '2020-08-13', '2020-08-13', '2020-08-13']",D_전원일치,0.0
001200.jpg,2021-10-20,2,[],"['2020-10-21', '2021-10-20']",2021-10-20,2,2020-10-21,1,2021-10-20,2,sq640,640,640,0.4096,"['2021-10-20', '2021-10-20', '2020-10-21', '2021-10-20']",A_날짜불일치,0.25
001543.jpg,2022-01-22,1,[],['2022-01-22'],2022-01-22,1,2022-01-22,1,2022-01-22,1,sq640,640,640,0.4096,"['2022-01-22', '2022-01-22', '2022-01-22', '2022-01-22']",D_전원일치,0.0
002382.jpg,,0,"['까지', '별도표기', '유통기한', '제조일자']",[],2021-08-17,1,2021-08-17,1,,0,sq640,640,640,0.4096,"[None, '2021-08-17', '2021-08-17', None]",B_검출경계,0.5
002421.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001057.jpg,2022-05-27,1,['까지'],['2022-05-27'],2022-05-27,1,2022-05-27,1,2022-05-27,1,sq640,640,640,0.4096,"['2022-05-27', '2022-05-27', '2022-05-27', '2022-05-27']",D_전원일치,0.0
001095.jpg,,0,"['까지', '부터']",[],2022-01-12,1,,0,,0,sq640,640,640,0.4096,"[None, '2022-01-12', None, None]",B_검출경계,0.25
002327.jpg,2020-10-24,1,['까지'],['2020-10-24'],2020-10-24,1,2020-10-24,1,2020-10-24,1,sq640,640,640,0.4096,"['2020-10-24', '2020-10-24', '2020-10-24', '2020-10-24']",D_전원일치,0.0
001923.jpg,2022-06-14,1,"['까지', '유통기한', '제조일자']",['2022-06-14'],2022-06-14,1,2022-06-14,1,2022-06-14,1,sq640,640,640,0.4096,"['2022-06-14', '2022-06-14', '2022-06-14', '2022-06-14']",D_전원일치,0.0
002766.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
001277.jpg,2021-11-04,1,[],['2021-11-04'],2021-11-04,1,2021-11-04,1,2021-11-04,1,sq640,640,640,0.4096,"['2021-11-04', '2021-11-04', '2021-11-04', '2021-11-04']",D_전원일치,0.0
002646.jpg,,0,"['EXP', '까지', '별도표기', '제조일자']",[],2021-12-14,1,2021-12-14,1,,0,sq640,640,640,0.4096,"[None, '2021-12-14', '2021-12-14', None]",B_검출경계,0.5
002867.jpg,,0,[],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
003109.jpg,,0,['BEST_BEFORE'],[],,0,,0,,0,sq640,640,640,0.4096,"[None, None, None, None]",C_전원실패,0.0
002314.jpg,2017-10-21,1,[],['2017-10-21'],,0,,0,2017-10-21,1,sq640,640,640,0.4096,"['2017-10-21', None, None, '2017-10-21']",B_검출경계,0.5
001290.jpg,2024-11-21,1,[],['2024-11-21'],2024-11-21,1,2024-11-21,1,2024-11-21,1,sq640,640,640,0.4096,"['2024-11-21', '2024-11-21', '2024-11-21', '2024-11-21']",D_전원일치,0.0
